fixture,repeat,profile,origin,runStatus,failureClass,claimText,articleRole,articleUse,assertionSource,materiality,scope,relatedPillarLabels,sourceUnitIds,groundingText,verificationTarget,disputedProposition,stipulatedByArticle,whyThisTarget,supportCriteria,refuteCriteria,qualifyCriteria,mustMatch,rejectIfOnly_model,rejectIfOnly_host,sourceStrategy_emitted,sourceStrategy_resolved,searchConcepts,relevantNamedWorkIds,cautions,packageValid
CF1-F03,1,Profile Q,model,completed,,The health department's ad claims that vaccines are tested more than any other medicine given to children.,pillar,reported,Jefferson County Public Health,high,vaccines compared to other medicines,Public Health Claims,U0012,[U0012] • “Vaccines are tested more than any other medicine you could give your kid.”,substantive,The health department's ad claims that vaccines are tested more than any other medicine given to children.,The article reports the health department's claim about vaccine testing.,The dispute is whether vaccines are indeed tested more rigorously than other medicines given to children.,Documentation of vaccine testing protocols compared to other medicines.,Evidence showing that other medicines are tested more rigorously than vaccines.,Evidence indicating that the testing protocols for vaccines and other medicines are comparable.,Access to testing protocols or studies comparing vaccine testing to other medicines.,Statements that do not provide direct comparisons of testing protocols.,"A source only repeats or reports the statement the article already stipulates, without independent evidence about: The health department's ad claims that vaccines are tested more than any other medicine given to children",official_record,official_record,vaccine testing protocols | medicine testing comparison | health department claims,,Ensure that the comparison is made with relevant and similar types of medicines.,true
CF1-F03,1,Profile Q,model,completed,,"There have been no credible studies linking vaccination to chronic disease, according to public health authorities.",pillar,reported,Jefferson County Public Health,high,vaccination and chronic disease,Public Health Claims,U0011,"[U0011] • “So far, there have been no credible studies that link vaccination to chronic disease.”",substantive,"There have been no credible studies linking vaccination to chronic disease, according to public health authorities.",Public health authorities claim that no credible studies link vaccination to chronic disease.,The dispute is whether credible studies exist that link vaccination to chronic disease.,Access to credible studies that demonstrate a link between vaccination and chronic disease.,Evidence showing that credible studies exist that link vaccination to chronic disease.,Studies that suggest a link but do not meet the criteria for credibility as defined by public health authorities.,Access to studies or data that specifically address the link between vaccination and chronic disease.,Statements that do not provide direct evidence of studies linking vaccination to chronic disease.,"A source only repeats or reports the statement the article already stipulates, without independent evidence about: There have been no credible studies linking vaccination to chronic disease, according to public health au",independent_corroboration,independent_corroboration,vaccination chronic disease link | credible studies vaccination | public health authorities claims,,Ensure that the studies are peer-reviewed and recognized by the public health community.,true
CF1-F03,1,Profile Q,model,completed,,"The CDC has been accused of conducting a cover-up regarding the safety of vaccines, particularly concerning thimerosal.",pillar_support,reported,Article's own voice,high,CDC's vaccine safety data,CDC Cover-Up Allegations,U0043 | U0300 | U0309 | U0330,"[U0043] He would reveal them a decade later, conscience-stricken over the likely damage in ongoing vaccine injury the cover-up was causing.
[U0300] THE FACTS / MERCURY:
[U0309] Thimerosal is the trade name for the 50% ethylmercury solution used since the 1930s as a preservative in vaccines.
[U0330] To avoid public scrutiny the June 2000 emergency meeting was not held at the CDC headquarters in Atlanta, but instead at the Simpsonwood Retreat Center in Norcross, Georgia.",substantive,"The CDC has been accused of conducting a cover-up regarding the safety of vaccines, particularly concerning thimerosal.",The article reports accusations against the CDC regarding vaccine safety cover-up.,The dispute is whether there is credible evidence supporting the accusations of a cover-up by the CDC.,Internal CDC documents or credible evidence supporting the accusations of a cover-up regarding vaccine safety.,Evidence showing that the CDC has been transparent and has not conducted a cover-up regarding vaccine safety.,"Evidence indicating that while there may be concerns, they do not substantiate the claims of a cover-up.",Access to credible sources or documents that directly support the accusations.,General statements about vaccine safety without specific evidence of a cover-up.,"A source only repeats or reports the statement the article already stipulates, without independent evidence about: The CDC has been accused of conducting a cover-up regarding the safety of vaccines, particularly concerni",independent_corroboration,independent_corroboration,CDC vaccine safety cover-up | thimerosal accusations | internal CDC documents,,Verify the credibility of the sources providing evidence for the accusations.,true
CF1-F03,1,Profile Q,model,completed,,"Thimerosal, a mercury-based preservative used in vaccines, is classified as a neurotoxin and has been linked to autism.",pillar_support,reported,Article's own voice,high,Thimerosal in vaccines and autism,Toxic Ingredients in Vaccines,U0245 | U0300 | U0310,"[U0245] Folks SHOULD be nervous about aluminum being used in vaccines.
[U0300] THE FACTS / MERCURY:
[U0310] Contrary to our health department’s claim, it is highly neurotoxic — dangerous enough to cause “decreased offspring survival” as Eli Lilly was required by law to disclose in its Material Safety Data Sheet for thimerosal.",substantive,"Thimerosal, a mercury-based preservative used in vaccines, is classified as a neurotoxin and has been linked to autism.",The article claims that thimerosal is linked to autism and classified as a neurotoxin.,The dispute is whether there is credible scientific evidence linking thimerosal to autism and confirming its classification as a neurotoxin.,"Research studies demonstrating a causal link between thimerosal and autism, as well as its classification as a neurotoxin.",Research studies showing no link between thimerosal and autism.,"Studies indicating that while thimerosal may have neurotoxic properties, they do not specifically link it to autism.",Access to peer-reviewed research studies on thimerosal's effects.,General statements about thimerosal without specific evidence linking it to autism.,"A source only repeats or reports the statement the article already stipulates, without independent evidence about: Thimerosal, a mercury-based preservative used in vaccines, is classified as a neurotoxin and has been lin",independent_corroboration,independent_corroboration,thimerosal autism link | neurotoxin classification thimerosal | thimerosal research studies,,Ensure that the studies are recent and relevant to the current vaccine formulations.,true
CF1-F03,2,Profile Q,model,completed,,"According to the CDC, half of American school children are not fully vaccinated, and at least 1 in 88 toddlers are completely unvaccinated.",pillar,reported,CDC,high,American school children and toddlers.,Public Health Claims,U0002,"[U0002] “According to the CDC and public health authorities, parents who choose not to vaccinate their children are typically highly educated. CDC data reflect that half of American school children are not fully vaccinated, and at least 1 in 88 toddlers are completely unvaccinated. Why would the parents of these children, comprising a large part of the nation’s brain trust, choose not to vaccinate their children?”",substantive,"According to the CDC, half of American school children are not fully vaccinated, and at least 1 in 88 toddlers are completely unvaccinated.",The CDC reported vaccination rates among American school children and toddlers.,The dispute is whether the reported vaccination rates are accurate.,Statistical data from the CDC confirming the vaccination rates among American school children and toddlers.,Statistical data from the CDC or other credible sources showing that the vaccination rates are lower than reported.,Data showing a different demographic or geographic scope that alters the reported rates.,Access to CDC vaccination data or reports on vaccination rates among American school children and toddlers.,Statements reiterating the CDC's claims without independent verification.,"A source only repeats or reports the statement the article already stipulates, without independent evidence about: According to the CDC, half of American school children are not fully vaccinated, and at least 1 in 88 tod",primary_article_result,independent_corroboration,CDC vaccination rates | American school children vaccination | toddlers vaccination rates,,Ensure that the data is current and accurately reflects the population in question.,true
CF1-F03,2,Profile Q,host_pillar_backfill,completed,,"There is a rising trend of parents seeking vaccine exemptions for their children, indicating growing vaccine hesitancy.",pillar,unclear,article,medium,"There is a rising trend of parents seeking vaccine exemptions for their children, indicating growing vaccine hesitancy.",Vaccine Exemptions,U0014,"[U0014] Along with reduction in vaccine uptake, there is also a rise in the rate of parents seeking vaccine exemptions for their children.",substantive,"There is a rising trend of parents seeking vaccine exemptions for their children, indicating growing vaccine hesitancy.",The article states there is a rise in vaccine exemptions sought by parents.,The dispute is whether the trend of seeking vaccine exemptions is indeed rising and indicative of vaccine hesitancy.,Independent studies or surveys showing an increase in vaccine exemption requests by parents.,Data showing a decrease or stability in vaccine exemption requests over time.,Evidence that the increase in exemptions is due to factors other than vaccine hesitancy.,Access to independent survey data or studies on vaccine exemption trends.,Reports of vaccine exemptions without context on trends or reasons.,"A source only repeats or reports the statement the article already stipulates, without independent evidence about: There is a rising trend of parents seeking vaccine exemptions for their children, indicating growing vacc",independent_corroboration,independent_corroboration,vaccine exemptions | parent vaccine hesitancy | trends in vaccine exemptions,,Ensure that the data is representative and not limited to a specific region or demographic.,true
CF1-F03,2,Profile Q,model,completed,,"The type of mercury in vaccines, ethylmercury, is claimed to be not harmful, but evidence suggests it is neurotoxic and linked to developmental issues.",pillar,reported,Jefferson County Public Health,high,ethylmercury in vaccines.,Thimerosal and Aluminum,U0297 | U0300,"[U0297] [2] MERCURY
The type of mercury in vaccines – ethylmercury – is NOT harmful to us.
[U0300] THE FACTS / MERCURY:",substantive,"The type of mercury in vaccines, ethylmercury, is claimed to be not harmful, but evidence suggests it is neurotoxic and linked to developmental issues.",The article claims ethylmercury is neurotoxic based on evidence.,The dispute is whether the evidence supports the claim that ethylmercury is harmful.,Research studies demonstrating the neurotoxic effects of ethylmercury.,Studies showing no harmful effects of ethylmercury on health.,Evidence indicating that the harmful effects of ethylmercury are limited to specific populations or conditions.,Access to peer-reviewed studies on ethylmercury and its health effects.,Statements asserting ethylmercury is safe without supporting evidence.,"A source only repeats or reports the statement the article already stipulates, without independent evidence about: The type of mercury in vaccines, ethylmercury, is claimed to be not harmful, but evidence suggests it is ",independent_corroboration,independent_corroboration,ethylmercury neurotoxicity | health effects of ethylmercury | vaccines and mercury,,Ensure that studies are recent and methodologically sound.,true
CF1-F03,2,Profile Q,model,completed,,"The CDC has been accused of conducting a cover-up regarding data linking the MMR vaccine to autism, as revealed by whistleblower William Thompson.",pillar,reported,William Thompson,high,CDC's handling of MMR vaccine data.,CDC Data Manipulation,U0037 | U0041,"[U0037] Senior CDC scientist turned whistleblower William Thompson revealed privately in 2014 that data linking the MMR vaccine (measles/mumps/rubella) to autism had been manipulated by the agency ten years earlier.
[U0041] The fraudulent, re-worked study was then released to declare that it had proven MMR vaccines did not cause autism.",substantive,"The CDC has been accused of conducting a cover-up regarding data linking the MMR vaccine to autism, as revealed by whistleblower William Thompson.",The article reports on accusations made by William Thompson regarding CDC data manipulation.,The dispute is whether the accusations of a cover-up are substantiated by credible evidence.,Documentation or evidence from credible sources supporting the claims of data manipulation by the CDC.,Evidence showing that the CDC's data handling was transparent and accurate.,Evidence that the accusations are based on misinterpretations or misrepresentations of the data.,Access to whistleblower documentation or independent investigations into CDC practices.,Claims of a cover-up without supporting evidence or context.,"A source only repeats or reports the statement the article already stipulates, without independent evidence about: The CDC has been accused of conducting a cover-up regarding data linking the MMR vaccine to autism, as re",independent_corroboration,independent_corroboration,CDC data manipulation | William Thompson whistleblower | MMR vaccine autism link,,Verify the credibility of sources reporting on the whistleblower's claims.,true
CF1-F03,2,Profile Q,model,completed,,The health department's ad claims that children face more challenges to their immune system while playing outside than from vaccines.,pillar,reported,Jefferson County Public Health,high,children's immune system challenges.,Public Health Claims,U0008,[U0008] • “Our kids face more challenges to their immune system while playing outside than they do from vaccines.”,substantive,The health department's ad claims that children face more challenges to their immune system while playing outside than from vaccines.,The article reports on the health department's claims regarding children's immune system challenges.,The dispute is whether the health department's claims are supported by credible evidence.,Research studies comparing immune challenges from outdoor play versus vaccines.,Evidence showing that vaccines pose greater challenges to children's immune systems than outdoor play.,Evidence indicating that the health department's claims are based on outdated or misinterpreted data.,Access to studies on immune system challenges related to outdoor play and vaccines.,Statements reiterating the health department's claims without independent verification.,"A source only repeats or reports the statement the article already stipulates, without independent evidence about: The health department's ad claims that children face more challenges to their immune system while playing",independent_corroboration,independent_corroboration,immune system challenges | vaccines vs outdoor play | health department claims,,Ensure that studies are comprehensive and consider various factors affecting immune health.,true
CF1-F03,2,Profile Q,model,completed,,"In 1986, Congress removed all liability from drug companies for childhood vaccines, leading to a lack of accountability for vaccine safety.",pillar,reported,U.S. Congress,high,U.S. vaccine liability laws.,Thimerosal and Aluminum,U0070,"[U0070] Bowing to the pressure, in 1986 Congress removed all liability from drug companies for childhood vaccines they produced.",substantive,"In 1986, Congress removed all liability from drug companies for childhood vaccines, leading to a lack of accountability for vaccine safety.",The article states that Congress removed liability for drug companies in 1986.,The dispute is whether the removal of liability has indeed led to a lack of accountability for vaccine safety.,Legislative records confirming the removal of liability and its implications for vaccine safety.,Evidence showing that vaccine safety accountability mechanisms remain effective despite the removal of liability.,Evidence indicating that other forms of accountability exist for vaccine safety.,Access to legislative records and analyses of vaccine safety accountability.,Statements confirming the removal of liability without discussing its implications.,"A source only repeats or reports the statement the article already stipulates, without independent evidence about: In 1986, Congress removed all liability from drug companies for childhood vaccines, leading to a lack of ",official_record,named_work_result,vaccine liability laws | 1986 Congress vaccine legislation | accountability for vaccine safety,NW001,Ensure that the legislative context is accurately represented.,true
CF1-F03,2,Profile Q,model,completed,,A 2011 study found that countries giving the least vaccines had the lowest infant mortality rates.,pillar_support,reported,2011 study,medium,comparison of vaccination rates and infant mortality.,Thimerosal and Aluminum,U0092,[U0092] And a 2011 study of data from 34 developed nations found that countries giving the least vaccines had the lowest infant mortality. [ source ],substantive,A 2011 study found that countries giving the least vaccines had the lowest infant mortality rates.,The article references a 2011 study on vaccination rates and infant mortality.,The dispute is whether the findings of the study are valid and applicable.,Access to the 2011 study and its findings on vaccination rates and infant mortality.,Evidence from other studies showing a different relationship between vaccination rates and infant mortality.,Evidence indicating that the study's findings are limited to specific contexts or populations.,Access to the original 2011 study and its methodology.,References to the study without access to its findings or methodology.,"A source only repeats or reports the statement the article already stipulates, without independent evidence about: A 2011 study found that countries giving the least vaccines had the lowest infant mortality rates.",named_work_result,named_work_result,2011 study vaccination infant mortality | vaccination rates and health outcomes | infant mortality statistics,,Ensure that the study's methodology is robust and peer-reviewed.,true
CF1-F03,2,Profile Q,model,completed,,"The childhood vaccination schedule has increased from 5 doses in the 1960s to 73 doses by 2016, raising concerns about safety.",pillar_support,reported,Historical vaccination data,medium,U.S. childhood vaccination schedule over time.,Thimerosal and Aluminum,U0079 | U0080,"[U0079] While children had received just five vaccine doses in three shots in the 1950s and ’60s when I was growing up (none during pregnancy or in the first 12 months of life), by 1986 children were receiving 25 doses/12 shots.
[U0080] In the decades following the 1986 act the childhood schedule exploded to 73 doses/54 shots.",substantive,"The childhood vaccination schedule has increased from 5 doses in the 1960s to 73 doses by 2016, raising concerns about safety.",The article reports on the increase in the childhood vaccination schedule over time.,The dispute is whether the increase in vaccination doses correlates with safety concerns.,Historical vaccination records confirming the increase in doses over time.,Evidence showing that the increase in doses has not led to safety concerns or adverse effects.,Evidence indicating that the increase in doses is justified by improved health outcomes.,Access to historical vaccination data and safety studies.,Statements confirming the increase in doses without discussing safety implications.,"A source only repeats or reports the statement the article already stipulates, without independent evidence about: The childhood vaccination schedule has increased from 5 doses in the 1960s to 73 doses by 2016, raising c",official_record,official_record,childhood vaccination schedule history | vaccination doses increase | vaccine safety concerns,,Ensure that historical data is accurate and comprehensive.,true
CF1-F03,3,Profile Q,model,completed,,"According to the CDC, half of American school children are not fully vaccinated, and at least 1 in 88 toddlers are completely unvaccinated.",pillar,reported,CDC,high,American school children,Public Health Claims,U0002,"[U0002] “According to the CDC and public health authorities, parents who choose not to vaccinate their children are typically highly educated. CDC data reflect that half of American school children are not fully vaccinated, and at least 1 in 88 toddlers are completely unvaccinated. Why would the parents of these children, comprising a large part of the nation’s brain trust, choose not to vaccinate their children?”",substantive,"According to the CDC, half of American school children are not fully vaccinated, and at least 1 in 88 toddlers are completely unvaccinated.","The CDC states that half of American school children are not fully vaccinated, and at least 1 in 88 toddlers are completely unvaccinated.",The dispute is whether the CDC's reported vaccination rates are accurate.,Statistical data from the CDC confirming the vaccination rates among American school children and toddlers.,Statistical data from the CDC or other credible sources showing different vaccination rates among American school children and toddlers.,Data showing a different percentage of unvaccinated children or a narrower definition of what constitutes 'fully vaccinated'.,Access to CDC vaccination data or reports on vaccination rates among American school children and toddlers.,General statements about vaccination rates without specific data from the CDC.,"A source only repeats or reports the statement the article already stipulates, without independent evidence about: According to the CDC, half of American school children are not fully vaccinated, and at least 1 in 88 tod",primary_article_result,independent_corroboration,CDC vaccination rates | American school children vaccination | toddler vaccination rates,,Ensure that the data is current and accurately reflects the population in question.,true
CF1-F03,3,Profile Q,model,completed,,"Parents are increasingly seeking vaccine exemptions for their children, reflecting a rise in vaccine hesitancy.",pillar,reported,Article's own voice,medium,parents seeking vaccine exemptions,Vaccine Exemptions,U0014,"[U0014] Along with reduction in vaccine uptake, there is also a rise in the rate of parents seeking vaccine exemptions for their children.",substantive,"Parents are increasingly seeking vaccine exemptions for their children, reflecting a rise in vaccine hesitancy.",There is a rise in the rate of parents seeking vaccine exemptions for their children.,The dispute is whether the increase in exemption requests is indicative of a broader trend in vaccine hesitancy.,Data showing an increase in vaccine exemption requests over a specified time period.,Data showing a decrease or no significant change in vaccine exemption requests over the same time period.,Data indicating that the increase in exemption requests is due to reasons other than vaccine hesitancy.,Access to records of vaccine exemption requests from health departments or schools.,A general statement about vaccine hesitancy without specific data on exemption requests.,"A source only repeats or reports the statement the article already stipulates, without independent evidence about: Parents are increasingly seeking vaccine exemptions for their children, reflecting a rise in vaccine hesi",primary_article_result,independent_corroboration,vaccine exemptions | vaccine hesitancy | parents seeking vaccine exemptions,,Ensure that the data is specific to the population and time frame in question.,true
CF1-F03,3,Profile Q,model,completed,,Allegations exist that the CDC manipulated data linking the MMR vaccine to autism and ordered the destruction of evidence.,pillar,reported,"William Thompson, CDC whistleblower",high,CDC's handling of MMR vaccine data,CDC Cover-Up Allegations,U0037 | U0038 | U0041,"[U0037] Senior CDC scientist turned whistleblower William Thompson revealed privately in 2014 that data linking the MMR vaccine (measles/mumps/rubella) to autism had been manipulated by the agency ten years earlier.
[U0038] When top CDC officials learned that their 2004 study results showed a dramatic increase in autism after MMR vaccinations, they’d ordered Thompson and other scientists to destroy all evidence.
[U0041] The fraudulent, re-worked study was then released to declare that it had proven MMR vaccines did not cause autism.",substantive,Allegations exist that the CDC manipulated data linking the MMR vaccine to autism and ordered the destruction of evidence.,"William Thompson, a CDC whistleblower, revealed that data linking the MMR vaccine to autism was manipulated.",The dispute is whether the allegations of manipulation and destruction of evidence are substantiated.,Access to internal CDC documents or credible whistleblower testimony corroborating the allegations.,Evidence showing that the CDC did not manipulate data or destroy evidence related to the MMR vaccine.,Evidence suggesting that the allegations are based on misunderstandings or misinterpretations of the data.,Access to credible whistleblower accounts or internal CDC communications regarding the MMR vaccine.,General statements about the CDC without specific evidence related to the allegations.,"A source only repeats or reports the statement the article already stipulates, without independent evidence about: Allegations exist that the CDC manipulated data linking the MMR vaccine to autism and ordered the destruc",independent_corroboration,independent_corroboration,CDC MMR vaccine data manipulation | William Thompson whistleblower | CDC autism data allegations,,Ensure that the sources are independent and credible.,true
CF1-F03,3,Profile Q,model,completed,,The article claims that aluminum in vaccines is toxic and can cause brain damage at all doses.,pillar,reported,Article's own voice,high,aluminum in vaccines,Toxic Ingredients in Vaccines,U0254,[U0254] It is known to cause brain damage at all doses.,substantive,The article claims that aluminum in vaccines is toxic and can cause brain damage at all doses.,Aluminum in vaccines is claimed to be toxic and can cause brain damage.,The dispute is whether the claim about aluminum's toxicity and its effects is scientifically supported.,Research studies demonstrating the neurotoxic effects of aluminum at various doses.,Research studies showing that aluminum in vaccines is safe and does not cause brain damage.,Studies indicating that aluminum's effects vary by dose or that the context of exposure matters.,Access to peer-reviewed studies on aluminum toxicity and its effects.,General statements about aluminum without specific evidence of its effects in vaccines.,"A source only repeats or reports the statement the article already stipulates, without independent evidence about: The article claims that aluminum in vaccines is toxic and can cause brain damage at all doses.",independent_corroboration,independent_corroboration,aluminum toxicity | vaccines aluminum effects | neurotoxicity of aluminum,,Ensure that the studies are relevant to the specific context of vaccines.,true
CF1-F03,3,Profile Q,model,completed,,The health department's ad claims that vaccines are tested more than any other medicine given to children.,pillar,reported,Jefferson County Public Health,high,vaccines,Public Health Claims,U0012,[U0012] • “Vaccines are tested more than any other medicine you could give your kid.”,substantive,The health department's ad claims that vaccines are tested more than any other medicine given to children.,Vaccines are claimed to be tested more than any other medicine for children.,The dispute is whether the testing protocols for vaccines are indeed more rigorous than those for other medicines.,Documentation of vaccine testing protocols compared to those of other medicines.,Evidence showing that other medicines undergo more rigorous testing than vaccines.,Evidence indicating that the testing protocols for vaccines are similar to those for other medicines.,Access to testing protocols and comparative studies of vaccine and medicine testing.,General claims about vaccine testing without specific comparative data.,"A source only repeats or reports the statement the article already stipulates, without independent evidence about: The health department's ad claims that vaccines are tested more than any other medicine given to children",primary_article_result,independent_corroboration,vaccine testing protocols | comparison of vaccine and medicine testing | rigor of vaccine testing,,Ensure that the comparison is valid and based on similar criteria.,true
CF1-F03,3,Profile Q,model,completed,,"There have been no credible studies linking vaccination to chronic disease, according to public health authorities.",pillar,reported,Jefferson County Public Health,high,vaccination and chronic disease,Public Health Claims,U0011,"[U0011] • “So far, there have been no credible studies that link vaccination to chronic disease.”",substantive,"There have been no credible studies linking vaccination to chronic disease, according to public health authorities.",Public health authorities state that there are no credible studies linking vaccination to chronic disease.,The dispute is whether credible studies exist that link vaccination to chronic disease.,Access to credible studies that demonstrate a link between vaccination and chronic disease.,Evidence showing that public health authorities' claims about the absence of credible studies are accurate.,Studies that suggest a correlation without establishing causation between vaccination and chronic disease.,Access to peer-reviewed studies on vaccination and chronic disease.,General statements about vaccination without specific evidence of studies.,"A source only repeats or reports the statement the article already stipulates, without independent evidence about: There have been no credible studies linking vaccination to chronic disease, according to public health au",independent_corroboration,independent_corroboration,vaccination chronic disease studies | link between vaccination and chronic disease | credible studies vaccination,,Ensure that the studies are relevant and credible.,true
CF1-F03,3,Profile Q,model,completed,,The CDC has been accused of conducting a cover-up regarding the risks associated with thimerosal in vaccines.,pillar,reported,Article's own voice,high,thimerosal in vaccines,CDC Cover-Up Allegations,U0037 | U0038 | U0041 | U0043 | U0309 | U0326 | U0330,"[U0037] Senior CDC scientist turned whistleblower William Thompson revealed privately in 2014 that data linking the MMR vaccine (measles/mumps/rubella) to autism had been manipulated by the agency ten years earlier.
[U0038] When top CDC officials learned that their 2004 study results showed a dramatic increase in autism after MMR vaccinations, they’d ordered Thompson and other scientists to destroy all evidence.
[U0041] The fraudulent, re-worked study was then released to declare that it had proven MMR vaccines did not cause autism.
[U0043] He would reveal them a decade later, conscience-stricken over the likely damage in ongoing vaccine injury the cover-up was causing.
[U0309] Thimerosal is the trade name for the 50% ethylmercury solution used since the 1930s as a preservative in vaccines.
[U0326] That brings us to the seminal study about a possible link between thimerosal and autism mentioned earlier.
[U0330] To avoid public scrutiny the June 2000 emergency meeting was not held at the CDC headquarters in Atlanta, but instead at the Simpsonwood Retreat Center in Norcross, Georgia.",both_needed,The CDC has been accused of conducting a cover-up regarding the risks associated with thimerosal in vaccines.,The article claims that the CDC has been accused of a cover-up regarding thimerosal risks.,The dispute is whether the accusations are substantiated and whether the CDC's actions constitute a cover-up.,Access to credible evidence supporting the accusations of a cover-up by the CDC regarding thimerosal.,Evidence showing that the CDC acted transparently regarding thimerosal and its risks.,Evidence suggesting that the accusations are based on misunderstandings or misinterpretations of the CDC's actions.,Access to credible whistleblower accounts or internal CDC communications regarding thimerosal.,General statements about the CDC without specific evidence related to thimerosal.,"A source only repeats or reports the statement the article already stipulates, without independent evidence about: The CDC has been accused of conducting a cover-up regarding the risks associated with thimerosal in vacci",independent_corroboration,independent_corroboration,CDC thimerosal cover-up | thimerosal vaccine risks | CDC transparency thimerosal,,Ensure that the sources are independent and credible.,true
CF1-F03,3,Profile Q,model,completed,,The CDC's claim that thimerosal is not harmful is contradicted by evidence showing it is neurotoxic and linked to developmental issues.,pillar,reported,Material Safety Data Sheet for thimerosal,high,thimerosal in vaccines,Toxic Ingredients in Vaccines,U0300 | U0310,"[U0300] THE FACTS / MERCURY:
[U0310] Contrary to our health department’s claim, it is highly neurotoxic — dangerous enough to cause “decreased offspring survival” as Eli Lilly was required by law to disclose in its Material Safety Data Sheet for thimerosal.",substantive,The CDC's claim that thimerosal is not harmful is contradicted by evidence showing it is neurotoxic and linked to developmental issues.,The article claims that thimerosal is neurotoxic and linked to developmental issues contrary to CDC claims.,The dispute is whether the evidence contradicting the CDC's claim about thimerosal's safety is credible.,Access to credible studies demonstrating thimerosal's neurotoxicity and its link to developmental issues.,Evidence showing that thimerosal is safe and does not cause neurotoxic effects.,Studies indicating that the effects of thimerosal vary by dose or context.,Access to peer-reviewed studies on thimerosal's effects.,General statements about thimerosal without specific evidence of its effects.,"A source only repeats or reports the statement the article already stipulates, without independent evidence about: The CDC's claim that thimerosal is not harmful is contradicted by evidence showing it is neurotoxic and l",independent_corroboration,independent_corroboration,thimerosal neurotoxicity | thimerosal developmental issues | CDC thimerosal safety,,Ensure that the studies are relevant to the specific context of vaccines.,true
CF1-F03,4,Profile Q,model,completed,,"According to the CDC, half of American school children are not fully vaccinated, and at least 1 in 88 toddlers are completely unvaccinated.",pillar,reported,CDC,high,American school children,Public Health Claims,U0002,"[U0002] “According to the CDC and public health authorities, parents who choose not to vaccinate their children are typically highly educated. CDC data reflect that half of American school children are not fully vaccinated, and at least 1 in 88 toddlers are completely unvaccinated. Why would the parents of these children, comprising a large part of the nation’s brain trust, choose not to vaccinate their children?”",substantive,"According to the CDC, half of American school children are not fully vaccinated, and at least 1 in 88 toddlers are completely unvaccinated.","CDC data reflect that half of American school children are not fully vaccinated, and at least 1 in 88 toddlers are completely unvaccinated.",The dispute is whether the vaccination rates reported by the CDC are accurate and reflect the true vaccination status of American school children.,Independent verification of CDC vaccination statistics from a credible health organization or study. | Statistical data corroborating the percentage of unvaccinated children in the specified demographic.,Evidence showing that the vaccination rates reported by the CDC are significantly lower than stated. | Data indicating a higher percentage of vaccinated children than reported by the CDC.,"Data showing that the vaccination rates vary significantly by region or demographic, indicating a narrower scope than claimed.",Access to CDC vaccination data or reports. | Independent health organization statistics on vaccination rates among American school children.,Statements reiterating the CDC's claims without independent verification.,"A source only repeats or reports the statement the article already stipulates, without independent evidence about: According to the CDC, half of American school children are not fully vaccinated, and at least 1 in 88 tod",independent_corroboration,independent_corroboration,CDC vaccination statistics | American school children vaccination rates,,Ensure that the independent data source is credible and not biased against vaccination.,true
CF1-F03,4,Profile Q,host_pillar_backfill,completed,,"There is a rising trend of parents seeking vaccine exemptions for their children, indicating growing vaccine hesitancy.",pillar,unclear,article,medium,"There is a rising trend of parents seeking vaccine exemptions for their children, indicating growing vaccine hesitancy.",Vaccine Exemptions,U0014,"[U0014] Along with reduction in vaccine uptake, there is also a rise in the rate of parents seeking vaccine exemptions for their children.",substantive,"There is a rising trend of parents seeking vaccine exemptions for their children, indicating growing vaccine hesitancy.",There is a rise in the rate of parents seeking vaccine exemptions for their children.,The dispute is whether the trend of seeking vaccine exemptions is indeed indicative of a broader trend of vaccine hesitancy among parents.,Statistical data showing an increase in vaccine exemption requests over a specified time period. | Surveys or studies indicating parental attitudes towards vaccines and the reasons for seeking exemptions.,Evidence showing a decrease in vaccine exemption requests or stable rates over time. | Data indicating that parents are increasingly supportive of vaccination.,Data showing that the increase in exemption requests is limited to specific regions or demographics.,Access to state or national vaccination exemption data. | Surveys reflecting parental attitudes towards vaccines.,General statements about vaccine hesitancy without specific data on exemption requests.,"A source only repeats or reports the statement the article already stipulates, without independent evidence about: There is a rising trend of parents seeking vaccine exemptions for their children, indicating growing vacc",independent_corroboration,independent_corroboration,vaccine exemption trends | parental vaccine hesitancy,,Ensure that the data source is comprehensive and not limited to a small sample size.,true
